COD_CIVICO,COMUNE,VIA,CIVICO,CIRCOSCRIZIONE,CAP,COORDINATA_X,COORDINATA_Y
106384,Torino,STRADA DI SOPERGA,192,7,10132,7.75089673504633,45.076606050493
106385,Torino,STRADA DI SOPERGA,200,7,10132,7.75316807538577,45.0762964946866
106390,Torino,STRADA DI SOPERGA,273 int. 5,7,10132,7.76334155284926,45.077279121994
106391,Torino,STRADA DI SOPERGA,273 int. 7,7,10132,7.76307257977261,45.0770417314618
106393,Torino,STRADA DI SOPERGA,281,7,10132,7.76559364519831,45.0774473729923
117876,Torino,STRADA DI SOPERGA,283,7,10132,7.76662993539764,45.0775738498988
106364,Torino,STRADA DI SOPERGA,294 int. 4,7,10132,7.76761954817173,45.0766099307637
106366,Torino,STRADA DI SOPERGA,294 int. 10,7,10132,7.7676858057211,45.0764011932965
106367,Torino,STRADA DI SOPERGA,294 int. 12,7,10132,7.76779512449139,45.0764286220472
106368,Torino,STRADA DI SOPERGA,298,7,10132,7.76809433506319,45.0767412761774
120580,Torino,STRADA DI SOPERGA,304,7,10132,7.76867917019587,45.0770117579788
106370,Torino,STRADA DI SOPERGA,305,7,10132,7.76938177981607,45.0773570592754
106372,Torino,STRADA DI SOPERGA,307,7,10132,7.76983059052815,45.077500467896
106373,Torino,STRADA DI SOPERGA,312,7,10132,7.76977255600211,45.077376068765
106374,Torino,STRADA DI SOPERGA,314,7,10132,7.77008745474367,45.0774917845463
106376,Torino,STRADA DI SOPERGA,323,7,10132,7.77108725138452,45.0780799561044
117873,Torino,STRADA DI SOPERGA,324 int. 1,7,10132,7.77144204248236,45.0782405120201
106378,Torino,STRADA DI SOPERGA,324 int. 3,7,10132,7.77170578132255,45.0782912114464
106347,Torino,STRADA DI SOPERGA,324 int. 4,7,10132,7.77173720758353,45.0782665966564
106349,Torino,STRADA DI SOPERGA,324 int. 6,7,10132,7.7717721733218,45.0782321450206
106351,Torino,STRADA DI SOPERGA,324 int. 8,7,10132,7.77180130151104,45.0781149496188
106352,Torino,STRADA DI SOPERGA,324 int. 9,7,10132,7.7719034089478,45.0781542421724
117868,Torino,STRADA DI SOPERGA,324 int. 11,7,10132,7.77184004889025,45.0779941219426
106354,Torino,STRADA DI SOPERGA,324 int. 12,7,10132,7.7719479975564,45.0779333239341
106356,Torino,STRADA DI SOPERGA,324 int. 15,7,10132,7.77163368769526,45.0780803623837
117869,Torino,STRADA DI SOPERGA,330,7,10132,7.77180418582516,45.0783989764874
107063,Torino,CORSO SPEZIA,45,8,10126,7.67292054475976,45.0369603402631
107067,Torino,CORSO SPEZIA,53 int. 2,8,10126,7.67382178931909,45.0368753197407
107068,Torino,CORSO SPEZIA,53 int. 3,8,10126,7.67405767711138,45.0369359046627
120637,Torino,CORSO SPEZIA,53 int. 5,8,10126,7.67410726874794,45.0370837139586
107046,Torino,CORSO SPEZIA,55 int. 13,8,10126,7.67484224621654,45.0370190791213
117985,Torino,VIA SPOLETO,4,4,10143,7.65410221052433,45.0871716002873
120635,Torino,VIA SPOLETO,5,4,10143,7.65386193687191,45.0872795882661
107022,Torino,VIA SPOLETO,6 scala A,4,10143,7.65432452163418,45.0872154032595
107023,Torino,VIA SPOLETO,6 scala B,4,10143,7.65456999612776,45.087218700907
107027,Torino,VIA SPOLETO,9,4,10143,7.65413201456568,45.0876112087617
107029,Torino,VIA SPOLETO,12,4,10143,7.65465382691358,45.0879482072205
107035,Torino,VIA GASPARE SPONTINI,3,6,10154,7.69583431725357,45.0943373241094
107138,Torino,VIA GASPARE SPONTINI,5,6,10154,7.6959537535808,45.0943021411672
118403,Torino,VIA STRADELLA,68,5,10147,7.67485706077632,45.0942301300554
109516,Torino,VIA STRADELLA,76,5,10147,7.67421960706426,45.0947870032487
109518,Torino,VIA STRADELLA,80,5,10147,7.67398899756587,45.0949883404039
120829,Torino,VIA STRADELLA,82,5,10147,7.67386591573003,45.0950958137984
109491,Torino,VIA STRADELLA,86,5,10147,7.67359536513479,45.0953320450172
109493,Torino,VIA STRADELLA,88,5,10147,7.67353267575983,45.095386776367
109502,Torino,VIA STRADELLA,126,5,10147,7.67113805289422,45.0974757139398
118396,Torino,VIA STRADELLA,132,5,10147,7.6707838582519,45.0977855981525
109479,Torino,VIA STRADELLA,144,5,10147,7.6700725775357,45.0984078770413
109483,Torino,VIA STRADELLA,148,5,10147,7.66982193164158,45.0986268136848
109454,Torino,VIA STRADELLA,150,5,10147,7.66965700269207,45.0987716651838
108902,Torino,VIA TAGGIA,6,8,10134,7.65742893112442,45.0372274382938
108906,Torino,VIA TAGGIA,10,8,10134,7.65727903268387,45.0369765239147
108909,Torino,VIA TAGGIA,20 int. 18,8,10134,7.65658874301624,45.0366237798328
108910,Torino,VIA TAGGIA,20 int. 19,8,10134,7.65667234898022,45.0366458726455
108881,Torino,VIA TAGGIA,20 int. 22,8,10134,7.65679731271461,45.0364397701362
108882,Torino,VIA TAGGIA,20 int. 24,8,10134,7.65665574693634,45.0363000981718
108886,Torino,VIA TAGGIA,28,8,10134,7.6560738082626,45.0349644134223
108887,Torino,VIA TAGGIA,30,8,10134,7.65601222222529,45.0348619231784
108891,Torino,VIA TAGGIA,36,8,10134,7.65567093086971,45.03428499483
108895,Torino,VIA TAGGIA,38,8,10134,7.65559335005487,45.0341554006441
108849,Torino,VIA CESARE TALLONE,3,5,10147,7.67845014471992,45.0969938523422
106358,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,3,7,10132,7.76884255307607,45.0778364586493
106362,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,5 int. 8,7,10132,7.7669527399526,45.0779341798523
106331,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,5 int. 10,7,10132,7.7669021917749,45.0779588078943
137087,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,5 int. 14 int. A,7,10132,7.76673917310603,45.0780310848161
137088,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,5 int. 14 int. B,7,10132,7.76668114333167,45.078034802075
106335,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,23 int. 2,7,10132,7.76528284890333,45.0789300558929
117865,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,23 int. 9,7,10132,7.76454772013443,45.0783483430599
106338,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,23 int. 10,7,10132,7.76428528226736,45.0784963095383
106342,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,47 int. 6,7,10132,7.76575833478686,45.0807248223186
106343,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,47 int. 20,7,10132,7.7655777872429,45.0807590487021
106344,Torino,STRADA ALLA FUNICOLARE DI SOPERGA,55,7,10132,7.7662706035721,45.0811391087755
120596,Torino,VIA SORDEVOLO,5,6,10154,7.69874852173339,45.0831903761101
106549,Torino,VIA SOSPELLO,2,5,10147,7.6657833617915,45.1032945384835
117901,Torino,VIA SOSPELLO,6,5,10147,7.66616970632539,45.1032796352984
106557,Torino,VIA SOSPELLO,9,5,10147,7.6663158525768,45.1034996425736
106524,Torino,VIA SOSPELLO,10,5,10147,7.66678765640851,45.1032557869341
106527,Torino,VIA SOSPELLO,11 scala A,5,10147,7.66668767133059,45.1035654276162
106528,Torino,VIA SOSPELLO,11 scala C,5,10147,7.66679900469741,45.103502045519
107139,Torino,VIA GASPARE SPONTINI,6,6,10154,7.69628811151157,45.0940578447618
107140,Torino,VIA GASPARE SPONTINI,8,6,10154,7.69652397015431,45.0939886046159
107143,Torino,VIA GASPARE SPONTINI,10,6,10154,7.69666499907585,45.0939471951708
107145,Torino,VIA GASPARE SPONTINI,14,6,10154,7.69714166833716,45.0937708000952
107148,Torino,VIA GASPARE SPONTINI,15,6,10154,7.69665015628235,45.0940951939887
118002,Torino,VIA GASPARE SPONTINI,17,6,10154,7.69680936559568,45.0940477897067
107174,Torino,VIA GASPARE SPONTINI,19,6,10154,7.69692554913847,45.0940131897264
120644,Torino,VIA GASPARE SPONTINI,20,6,10154,7.69773716951679,45.0936287579368
107179,Torino,VIA GASPARE SPONTINI,22,6,10154,7.69797341115767,45.0935580255113
107180,Torino,VIA GASPARE SPONTINI,23,6,10154,7.69770954747571,45.0937804105216
107185,Torino,VIA GASPARE SPONTINI,25,6,10154,7.69776976883153,45.0937627158014
118007,Torino,VIA GASPARE SPONTINI,26,6,10154,7.69859406274135,45.0933742372713
107188,Torino,VIA GASPARE SPONTINI,27,6,10154,7.69804023353107,45.0936832451386
107155,Torino,VIA GASPARE SPONTINI,28,6,10154,7.69880712546128,45.0933113308549
107163,Torino,VIA GASPARE SPONTINI,34,6,10154,7.69928777678224,45.0931694847553
107164,Torino,VIA GASPARE SPONTINI,35,6,10154,7.69885692875869,45.0934434404269
107167,Torino,VIA GASPARE SPONTINI,37,6,10154,7.69909946297859,45.0933715524992
118390,Torino,VIA STRADELLA,167,5,10147,7.6682313216816,45.1000776224856
109446,Torino,VIA STRADELLA,169,5,10147,7.66814858166565,45.100173749878
105835,Torino,CORSO SIRACUSA,182,2,10137,7.63349969118048,45.0371717487694
105839,Torino,CORSO SIRACUSA,184,2,10137,7.63349562165008,45.0370120351304
105841,Torino,CORSO SIRACUSA,189,2,10137,7.63430489699106,45.0374401927635
105842,Torino,CORSO SIRACUSA,191,2,10137,7.63420958062328,45.037359377791
117785,Torino,CORSO SIRACUSA,195,2,10137,7.63420198061132,45.0370688888042
105821,Torino,CORSO SIRACUSA,198 scala A,2,10137,7.63319358513275,45.0361796513349
105822,Torino,CORSO SIRACUSA,198 scala B,2,10137,7.63319150223793,45.0360970348689
105823,Torino,CORSO SIRACUSA,199,2,10137,7.63419379649666,45.0367565274415
105828,Torino,CORSO SIRACUSA,200 scala A,2,10137,7.63338607734194,45.0359402568968
105798,Torino,CORSO SIRACUSA,203,2,10137,7.63418780768089,45.0365279900909
105805,Torino,CORSO SIRACUSA,225,2,10137,7.63411595025609,45.0335366143481
105809,Torino,VIA GIUSEPPE SIRTORI,8,5,10148,7.65638428677228,45.117431729913
106535,Torino,VIA SOSPELLO,16,5,10147,7.66718690067825,45.1032403827931
117898,Torino,VIA SOSPELLO,20,5,10147,7.66749753569309,45.1032283901301
106538,Torino,VIA SOSPELLO,21,5,10147,7.66825131695454,45.1034251031928
106539,Torino,VIA SOSPELLO,26,5,10147,7.66777280313795,45.1032177663377
106512,Torino,VIA SOSPELLO,37,5,10147,7.66986415586743,45.1033625595528
106516,Torino,VIA SOSPELLO,53,5,10147,7.67126143196286,45.1033092107716
106517,Torino,VIA SOSPELLO,59,5,10147,7.67143303800238,45.1033026648771
106519,Torino,VIA SOSPELLO,61,5,10147,7.67168709749478,45.1032928560971
106494,Torino,VIA SOSPELLO,117 scala A,5,10147,7.67551848153698,45.103499982896
106496,Torino,VIA SOSPELLO,117 scala C,5,10147,7.67543855671542,45.103247786463
106497,Torino,VIA SOSPELLO,118,5,10147,7.67553751087008,45.1028549098923
123854,Torino,VIA SOSPELLO,119 int. 4 int. A,5,10147,7.67608549713994,45.103360417904
106504,Torino,VIA SOSPELLO,121 scala A,5,10147,7.67608117650579,45.1032218575072
118004,Torino,VIA GASPARE SPONTINI,38,6,10154,7.69954510820617,45.0930933985953
107169,Torino,VIA GASPARE SPONTINI,39,6,10154,7.69925083547078,45.0933266840115
107326,Torino,VIA GASPARE SPONTINI,43,6,10154,7.69942165521804,45.0932760596807
107329,Torino,VIA GASPARE SPONTINI,47,6,10154,7.69963976337431,45.0932114088312
118031,Torino,VIA GASPARE SPONTINI,49,6,10154,7.69977602468144,45.0931710214512
107330,Torino,VIA GASPARE SPONTINI,51,6,10154,7.69986066016533,45.0931459341519
107332,Torino,VIA GASPARE SPONTINI,53,6,10154,7.69994181548167,45.0931218783723
107333,Torino,VIA GASPARE SPONTINI,55,6,10154,7.70012828100461,45.0930666421956
107334,Torino,VIA SPOTORNO,1,8,10126,7.66881588470417,45.0341786791004
107337,Torino,VIA SPOTORNO,3,8,10126,7.66880651185759,45.0341503671778
120655,Torino,VIA SPOTORNO,4,8,10126,7.668575557101,45.0340644708099
107310,Torino,VIA SPOTORNO,5,8,10126,7.66874333767819,45.0339900466791
107316,Torino,VIA SPOTORNO,14,8,10126,7.66827373935898,45.0333004066705
107317,Torino,VIA SPOTORNO,25,8,10126,7.66818577604565,45.0325571547734
107319,Torino,VIA SPOTORNO,26,8,10126,7.66789223967205,45.0323132474875
121814,Torino,VIA SPOTORNO,29 scala A,8,10126,7.66817997159122,45.0322923979216
109414,Torino,VIA STRADELLA,198,5,10147,7.66682315439163,45.1019541501371
118381,Torino,VIA STRADELLA,204,5,10147,7.66640713019213,45.1024263825056
109397,Torino,VIA STRADELLA,210,5,10147,7.66613417212657,45.1027325828787
120820,Torino,VIA STRADELLA,211 scala A,5,10147,7.66571539144625,45.1028092456885
109381,Torino,VIA STRADELLA,215 scala A,5,10147,7.66556079381188,45.1029799567557
109382,Torino,VIA STRADELLA,215 scala B,5,10147,7.66535886258064,45.1029902351615
123864,Torino,VIA STRADELLA,216 int. 4,5,10147,7.66621284424679,45.1030974316415
109383,Torino,VIA STRADELLA,216 int. 6,5,10147,7.66647853808109,45.1030918121119
109384,Torino,VIA STRADELLA,216 int. 12,5,10147,7.66695832672091,45.1030008945213
118380,Torino,VIA STRADELLA,216 int. 18,5,10147,7.66723504886289,45.1030321096013
109356,Torino,VIA STRADELLA,217,5,10147,7.66549054218273,45.1032232529088
120816,Torino,VIA STRADELLA,221,5,10147,7.66505132050139,45.103681535547
105812,Torino,VIA GIUSEPPE SIRTORI,9 bis,5,10148,7.65616516829905,45.1172295571781
117777,Torino,VIA GIUSEPPE SIRTORI,21,5,10148,7.65512611693727,45.1169538542285
105792,Torino,VIA GIUSEPPE SIRTORI,23,5,10148,7.65500392457036,45.1169214312498
117778,Torino,VIA ANGELO SISMONDA,1,4,10145,7.64851307310305,45.0839173183894
105796,Torino,VIA ANGELO SISMONDA,3,4,10145,7.64808794305831,45.0839787457123
105765,Torino,VIA ANGELO SISMONDA,5,4,10145,7.64784393647879,45.0840140059164
105769,Torino,VIA ANGELO SISMONDA,8,4,10145,7.64817642517137,45.0841039361083
105772,Torino,VIA ANGELO SISMONDA,10 int. 4,4,10145,7.64817832942724,45.0843442598364
121373,Torino,VIA ANGELO SISMONDA,10 int. 6 int. A,4,10145,7.64834302545511,45.0847593078464
105776,Torino,VIA ANGELO SISMONDA,13,4,10145,7.64678202465065,45.0841668782102
117775,Torino,VIA ANGELO SISMONDA,14,4,10145,7.6475354726438,45.0841956084513
105779,Torino,VIA ANGELO SISMONDA,16,4,10145,7.64737470168185,45.0842186119305
105749,Torino,VIA ANGELO SISMONDA,18 int. 10,4,10145,7.64718258808499,45.0844653599331
105750,Torino,VIA ANGELO SISMONDA,18 int. 16,4,10145,7.64691057666445,45.0845817610105
105752,Torino,VIA ANGELO SISMONDA,22,4,10145,7.64666505394786,45.0843205737656
105755,Torino,VIA ANGELO SISMONDA,24,4,10145,7.64661562310625,45.084327684391
120590,Torino,VIA SOSPELLO,123 scala A,5,10147,7.67645332410146,45.1031987820342
106485,Torino,VIA SOSPELLO,139 int. 6,5,10147,7.67788926053613,45.1034213740168
106486,Torino,VIA SOSPELLO,139 int. 7,5,10147,7.67769185636361,45.1034139752995
120591,Torino,VIA SOSPELLO,143,5,10147,7.67820762390195,45.1029395348685
106853,Torino,VIA SOSPELLO,144,5,10147,7.6783913865156,45.1027013344044
123857,Torino,VIA SOSPELLO,154 scala A,5,10147,7.67906356495368,45.1026029189892
123858,Torino,VIA SOSPELLO,154 scala B,5,10147,7.67923793163481,45.1025999939763
106839,Torino,VIA SOSPELLO,159 int. 26,5,10147,7.67917412943102,45.1029591440471
106840,Torino,VIA SOSPELLO,159 int. 27,5,10147,7.6793670218546,45.103345702701
106849,Torino,VIA SOSPELLO,161 int. 20,5,10147,7.68016751346185,45.1030137212663
107297,Torino,VIA SPOTORNO,35,8,10126,7.66782871988553,45.0316165046354
107301,Torino,VIA SPOTORNO,37,8,10126,7.66776241504419,45.0314441655944
118027,Torino,VIA SPOTORNO,39,8,10126,7.66772182762494,45.0313386769452
135092,Torino,VIA SPOTORNO,40 scala B,8,10126,7.66738579462114,45.0312606259137
107306,Torino,VIA SPOTORNO,45,8,10126,7.66739217003897,45.0304991381916
107280,Torino,VIA SPOTORNO,50,8,10126,7.6671073019484,45.030293641672
107283,Torino,VIA SPOTORNO,51,8,10126,7.66728344149715,45.0302207485005
107286,Torino,VIA SPOTORNO,55,8,10126,7.66709457188693,45.0297308258605
133724,Torino,VIA SPOTORNO,57,8,10126,7.66705776505936,45.0296375695287
107289,Torino,VIA SPOTORNO,59,8,10126,7.66699785578061,45.0294857567606
107262,Torino,VIA SPOTORNO,61,8,10126,7.66695421494289,45.0293752091479
118019,Torino,VIA SPOTORNO,62,8,10126,7.66684157824657,45.0296245406097
107263,Torino,VIA SPOTORNO,63,8,10126,7.66693129467475,45.0293153675774
109358,Torino,VIA STRADELLA,225,5,10147,7.6649750429219,45.1037633424124
109361,Torino,VIA STRADELLA,226,5,10147,7.66547990865793,45.1036103188105
118376,Torino,VIA STRADELLA,227,5,10147,7.66488759277414,45.103857125883
109354,Torino,VIA STRADELLA,238 int. 1,5,10147,7.66484473224655,45.1043892463429
109324,Torino,VIA STRADELLA,238 int. 4,5,10147,7.66508239585103,45.1044009096431
109325,Torino,VIA STRADELLA,238 int. 5,5,10147,7.66513982069281,45.1044752058479
109330,Torino,VIA STRADELLA,238 int. 15,5,10147,7.66591455653532,45.1047008946752
120813,Torino,VIA STRADELLA,238 int. 20,5,10147,7.66628330113398,45.1047505977206
105758,Torino,VIA ANGELO SISMONDA,26,4,10145,7.6461280477548,45.0843977440813
105762,Torino,VIA ANGELO SISMONDA,32,4,10145,7.645821691883,45.0844408843574
105733,Torino,VIA ANGELO SISMONDA,36,4,10145,7.64545149061106,45.0844913320187
105736,Torino,VIA ANGELO SISMONDA,38,4,10145,7.64532169372685,45.084509073947
133016,Torino,VIA ANGELO SISMONDA,41,4,10145,7.64300781046809,45.0843198565668
105741,Torino,VIA SCIPIO SLATAPER,3,5,10149,7.65513183072657,45.0986157860011
117769,Torino,VIA SCIPIO SLATAPER,3 bis,5,10149,7.65522032591218,45.0987533751384
105743,Torino,VIA SCIPIO SLATAPER,6,5,10149,7.6554066457941,45.0987183381695
105744,Torino,VIA SCIPIO SLATAPER,7,5,10149,7.65534040866035,45.0989400804239
105747,Torino,VIA SCIPIO SLATAPER,10,5,10149,7.65566259684273,45.0991161936637
105715,Torino,VIA SCIPIO SLATAPER,11,5,10149,7.65560326166967,45.0993493054529
105717,Torino,VIA SCIPIO SLATAPER,12,5,10149,7.65573657573343,45.0992311972375
117766,Torino,VIA SCIPIO SLATAPER,20,5,10149,7.65616583213433,45.099898208279
105724,Torino,VIA SCIPIO SLATAPER,23,5,10149,7.6559737787514,45.0999250324518
105727,Torino,VIA SCIPIO SLATAPER,26,5,10149,7.65645754491325,45.1003514111777
117768,Torino,VIA SCIPIO SLATAPER,27,5,10149,7.6562581766175,45.1003654573548
105730,Torino,VIA SCIPIO SLATAPER,28,5,10149,7.65648955128193,45.100401153113
105700,Torino,VIA SCIPIO SLATAPER,29,5,10149,7.65631618307097,45.1004554818717
117949,Torino,VIA SOSPELLO,161 int. 21,5,10147,7.68015760410906,45.1029081607968
106850,Torino,VIA SOSPELLO,161 int. 23,5,10147,7.67975950459972,45.1030506015447
106851,Torino,VIA SOSPELLO,161 int. 24,5,10147,7.67974648057374,45.1029202863557
106821,Torino,VIA SOSPELLO,162,5,10147,7.67965468726268,45.1026285150449
106827,Torino,VIA SOSPELLO,163 int. 16,5,10147,7.68062701952481,45.1032584766733
106828,Torino,VIA SOSPELLO,163 int. 17,5,10147,7.68061366778885,45.1031422994745
117946,Torino,VIA SOSPELLO,163 int. 19,5,10147,7.6807154258678,45.1028742702825
106830,Torino,VIA SOSPELLO,164,5,10147,7.68010413402949,45.1026024660754
106832,Torino,VIA SOSPELLO,166,5,10147,7.68018860498324,45.1025976363269
106834,Torino,VIA SOSPELLO,168,5,10147,7.68038889956273,45.1025870517236
106836,Torino,VIA SOSPELLO,170,5,10147,7.68047555331351,45.1025796094891
106814,Torino,VIA SOSPELLO,173 int. 4,5,10147,7.68269112799839,45.103365698879
106815,Torino,VIA SOSPELLO,173 int. 5,5,10147,7.6816575727493,45.1028869157463
106817,Torino,VIA SOSPELLO,173 int. 7,5,10147,7.6829339412712,45.1028764937419
120618,Torino,VIA SOSPELLO,176,5,10147,7.68154145713864,45.1025204930791
123860,Torino,VIA SOSPELLO,182 scala A,5,10147,7.68206715003271,45.1024586437705
107269,Torino,VIA STAFFARDA,3,3,10141,7.64638303818459,45.0649589886072
107270,Torino,VIA STAFFARDA,4,3,10141,7.64655788479849,45.0650881029781
107271,Torino,VIA STAFFARDA,7,3,10141,7.64635034777333,45.0651325960768
107244,Torino,VIA STAFFARDA,11,3,10141,7.64629946366639,45.0654016135257
107245,Torino,VIA STAFFARDA,13,3,10141,7.64627661595709,45.0655219932283
107250,Torino,VIA GASPARA STAMPA,2,8,10135,7.64865145393591,45.0230781210049
107255,Torino,PIAZZA STAMPALIA,4,5,10148,7.65904755852348,45.1128450555655
107233,Torino,PIAZZA STAMPALIA,9,5,10148,7.65899685583768,45.1117526544118
107235,Torino,PIAZZA STAMPALIA,10,5,10148,7.65840641699139,45.1127652051487
118015,Torino,PIAZZA STAMPALIA,11,5,10148,7.65880149943274,45.1117527724981
107237,Torino,PIAZZA STAMPALIA,13,5,10148,7.65872992663606,45.1117528229937
107238,Torino,PIAZZA STAMPALIA,14,5,10148,7.65809737269705,45.112727106361
107210,Torino,PIAZZA STAMPALIA,18,5,10148,7.65784702365456,45.1126976811363
107212,Torino,PIAZZA STAMPALIA,22,5,10148,7.65751020953778,45.1126538713469
109336,Torino,VIA STRADELLA,240,5,10147,7.66452972932321,45.1044906846011
109315,Torino,VIA STRADELLA,245,5,10147,7.6641142488276,45.1046802434185
109297,Torino,VIA STRAMBINO,4,6,10156,7.70717757930601,45.1150659103958
109298,Torino,VIA STRAMBINO,6,6,10156,7.7071969589191,45.115165819864
109304,Torino,VIA STRAMBINO,10,6,10156,7.70725433507951,45.1153582894771
109274,Torino,VIA STRAMBINO,15,6,10156,7.70706842193125,45.1156924670051
120810,Torino,VIA STRESA,27,5,10149,7.66870102086348,45.0973044252114
105701,Torino,VIA SCIPIO SLATAPER,30,5,10149,7.6565498686966,45.1004950844357
105702,Torino,VIA SCIPIO SLATAPER,31,5,10149,7.65639269556594,45.1005747636128
117763,Torino,VIA SCIPIO SLATAPER,33,5,10149,7.65641907339764,45.1006157526919
105705,Torino,VIA SCIPIO SLATAPER,34,5,10149,7.65667239549492,45.1006857597669
105709,Torino,VIA SCIPIO SLATAPER,37,5,10149,7.65668815734488,45.1010341671496
